,D_Finance,D_Human Resources,D_IT,D_Operations,D_Sales,D_Warehouse,G_Australia,G_China,G_Colombia,G_France,G_Japan,G_Korea,G_Turkey,G_UK,G_US,Role,Will_Relocate,Critical,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,Gender,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.8,6,304,4,0,0,0,1,7,1,1,2,1,1226,85,6,1
64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,0.4,0.47,2,156,3,1,0,1,1,55,2,2,2,2,8440,67,6,1
65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.82,7,267,4,0,0,0,1,7,2,1,1,1,1384,90,3,1
66,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.52,2,141,3,0,0,1,0,56,2,1,1,1,8320,63,7,1
67,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0.0,0.8,0.96,4,219,6,0,0,1,0,2,1,2,2,1,1634,85,1,1
68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.4,0.52,2,136,3,0,0,0,1,19,1,2,1,2,1305,66,9,1
69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.56,2,154,3,0,0,0,1,35,2,2,2,1,1398,69,9,1
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,1.0,0.4,0.55,2,156,3,0,0,1,0,22,1,2,2,2,6438,75,7,1
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,0.4,0.53,2,151,3,0,0,0,0,16,2,1,1,2,1572,66,9,1
72,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6,1,0.0,0.8,0.84,7,133,5,0,0,0,0,3,1,1,2,1,1544,86,8,1
73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,0.4,0.49,2,135,3,0,0,0,1,12,1,1,1,1,1306,71,7,1
74,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.8,0.84,5,272,6,0,0,1,0,2,1,2,1,2,1681,90,6,1
75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.8,0.97,4,218,5,1,0,1,0,9,1,2,1,1,1024,85,5,1
76,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.47,2,253,3,0,0,0,0,35,1,2,2,1,1336,85,6,1
77,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,0,0.0,0.8,0.84,5,222,5,0,0,0,0,4,1,2,1,1,1311,89,5,1
78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1.0,0.4,0.46,7,224,5,0,0,1,1,10,2,1,2,2,1306,87,7,1
79,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.4,0.56,3,301,3,0,0,0,1,58,2,1,1,2,1030,85,7,1
80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,0.95,6,286,4,0,0,1,0,3,1,1,2,2,1773,90,9,1
81,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.4,0.47,2,130,3,0,0,0,0,43,2,1,2,1,1094,63,7,1
82,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0.0,0.8,0.88,7,275,4,0,0,0,0,3,1,1,2,1,1107,85,3,1
83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.4,0.52,2,135,3,0,0,0,1,51,1,1,2,2,1425,60,8,1
84,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.4,0.48,2,161,3,0,0,0,0,14,1,1,1,1,1327,71,8,1
85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.4,0.53,2,146,3,0,0,0,0,23,2,1,1,1,1711,71,9,1
86,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.8,1.0,5,235,5,0,0,0,1,4,1,1,1,2,1259,89,7,1
87,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.8,0.96,6,301,5,0,0,0,0,2,1,2,1,2,1452,89,6,1
88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.4,0.48,2,136,3,0,0,2,1,17,1,1,2,2,1997,66,10,1
89,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.8,0.96,6,275,4,0,0,0,1,2,2,2,1,1,1700,85,6,1
90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.4,0.45,2,140,3,0,0,0,1,22,2,1,2,2,1535,66,10,1
91,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.4,0.46,2,159,3,0,0,2,0,39,2,1,2,2,1320,60,6,1
92,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.8,0.96,7,274,5,0,0,0,0,9,1,2,1,1,1764,86,1,1
93,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.8,0.8,6,286,4,0,0,0,1,9,1,2,1,1,1418,85,1,1
94,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.8,0.87,5,240,6,0,0,0,0,10,1,1,2,1,1986,89,1,1
95,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.4,0.48,2,153,3,0,0,0,0,47,2,2,2,1,1662,73,10,1
96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,1.0,0.4,0.49,2,144,3,0,0,1,1,13,2,1,2,2,6749,72,6,1
97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.4,0.51,2,150,3,0,0,0,1,21,1,1,1,2,1511,61,8,1
98,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.4,0.53,2,158,3,0,0,0,0,31,1,2,2,1,1579,69,6,1
99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.8,0.82,5,259,5,0,0,0,1,8,2,1,2,2,1678,88,4,1
100,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0.0,0.4,0.46,2,146,3,0,0,0,0,65,1,1,1,1,1362,70,9,1
101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0.0,0.8,0.92,6,285,4,0,0,0,0,3,2,2,1,2,1448,86,7,1
102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.5,0.68,4,212,4,1,0,0,1,21,1,1,2,1,1014,90,7,1
103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.8,0.93,6,273,5,0,0,0,1,8,2,2,2,1,1746,86,7,1
104,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0,0.0,0.8,0.97,5,235,5,0,0,0,1,4,1,1,1,1,1758,89,5,1
105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0.0,0.8,0.94,4,274,5,0,0,0,0,3,1,2,1,2,1637,87,6,1
106,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,0.0,0.8,0.71,4,296,2,0,0,1,0,9,1,1,1,1,1523,89,6,1
107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,1,0.0,0.8,0.85,5,240,6,1,0,1,0,3,2,2,2,2,1321,89,1,1
108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1,0.0,0.8,0.87,6,257,4,0,0,1,0,9,1,2,2,2,1108,85,9,1
109,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.8,0.79,6,293,5,0,0,0,0,3,1,1,1,1,1969,85,2,1
110,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1,0.0,0.4,0.46,2,143,3,0,0,2,0,19,1,2,1,2,1254,64,8,1
111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0.0,0.8,0.83,5,260,5,0,0,1,1,8,1,1,2,2,1001,87,4,1
112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.4,0.5,2,141,3,0,0,1,1,36,2,1,2,2,6609,60,8,1
113,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4,1,0.0,0.4,0.48,2,146,3,0,0,0,1,4,2,2,2,1,1392,69,9,1
114,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0.0,0.8,0.85,5,281,4,0,0,1,1,8,1,1,1,2,1220,88,5,1
115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1.0,0.4,0.48,2,160,3,0,0,0,1,19,1,1,2,2,1855,75,8,1
116,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1,0.0,0.8,1.0,4,225,5,0,0,0,1,1,2,1,2,2,1755,88,3,1
117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0.0,0.8,1.0,5,257,5,0,0,1,1,8,1,1,2,1,1981,90,9,1
118,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0.0,0.8,0.93,6,270,4,0,0,0,0,10,2,1,2,1,1698,86,1,1
119,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0.0,0.8,0.82,5,265,5,0,0,1,0,3,2,2,2,1,1514,85,7,1
120,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,0,0.0,0.8,0.74,4,164,2,0,0,0,0,7,1,2,1,2,1116,86,1,1
